Train No.,train Name,islno,station Code,Station Name,Arrival time,Departure time,Distance,Source Station Code,source Station Name,Destination station Code,Destination Station Name
'10112',KONKAN KANYA EX,5,SWV ,SAWANTWADI ROAD,'18:15:00','18:16:00',111,MAO ,MADGAON        ,CSTM,MUMBAI CST     
'10112',KONKAN KANYA EX,6,KUDL,KUDAL          ,'18:47:00','18:48:00',140,MAO ,MADGAON        ,CSTM,MUMBAI CST     
'10112',KONKAN KANYA EX,7,SNDD,SINDHUDURG     ,'18:57:00','18:58:00',154,MAO ,MADGAON        ,CSTM,MUMBAI CST     
'10112',KONKAN KANYA EX,8,KKW ,KANKAVALI      ,'19:13:00','19:14:00',179,MAO ,MADGAON        ,CSTM,MUMBAI CST     
'10112',KONKAN KANYA EX,9,VBW ,VAIBHAVWADI RD ,'19:45:00','19:46:00',222,MAO ,MADGAON        ,CSTM,MUMBAI CST     
'10112',KONKAN KANYA EX,10,RAJP,RAJAPUR ROAD   ,'20:07:00','20:08:00',246,MAO ,MADGAON        ,CSTM,MUMBAI CST     
'10112',KONKAN KANYA EX,11,VID ,VILAVADE       ,'20:29:00','20:30:00',269,MAO ,MADGAON        ,CSTM,MUMBAI CST     
'10112',KONKAN KANYA EX,12,RN  ,RATNAGIRI      ,'22:00:00','22:05:00',335,MAO ,MADGAON        ,CSTM,MUMBAI CST     
'10112',KONKAN KANYA EX,13,SGR ,SANGMESHWAR    ,'22:45:00','22:46:00',382,MAO ,MADGAON        ,CSTM,MUMBAI CST     
'10112',KONKAN KANYA EX,14,CHI ,CHIPLUN        ,'23:49:00','23:50:00',441,MAO ,MADGAON        ,CSTM,MUMBAI CST     
'10112',KONKAN KANYA EX,15,KHED,KHED           ,'00:27:00','00:28:00',482,MAO ,MADGAON        ,CSTM,MUMBAI CST     
'10112',KONKAN KANYA EX,16,MNI ,MANGAON        ,'02:01:00','02:02:00',578,MAO ,MADGAON        ,CSTM,MUMBAI CST     
'10112',KONKAN KANYA EX,17,PNVL,PANVEL         ,'04:05:00','04:10:00',697,MAO ,MADGAON        ,CSTM,MUMBAI CST     
'10112',KONKAN KANYA EX,18,DIVA,DIVA           ,'04:23:00','04:24:00',723,MAO ,MADGAON        ,CSTM,MUMBAI CST     
'10112',KONKAN KANYA EX,19,TNA ,THANE          ,'04:53:00','04:55:00',732,MAO ,MADGAON        ,CSTM,MUMBAI CST     
'10112',KONKAN KANYA EX,20,DR  ,DADAR          ,'05:17:00','05:20:00',757,MAO ,MADGAON        ,CSTM,MUMBAI CST     
'10112',KONKAN KANYA EX,21,CSTM,MUMBAI CST     ,'05:50:00','00:00:00',765,MAO ,MADGAON        ,CSTM,MUMBAI CST     
'10215',MADGAON ERS EXP,1,MAO ,MADGAON        ,'00:00:00','21:00:00',0,MAO ,MADGAON        ,ERS ,ERNAKULAM JN   
'10215',MADGAON ERS EXP,2,KAWR,KARWAR         ,'22:00:00','22:02:00',82,MAO ,MADGAON        ,ERS ,ERNAKULAM JN   
'10215',MADGAON ERS EXP,3,BTJL,BHATKAL        ,'00:06:00','00:08:00',236,MAO ,MADGAON        ,ERS ,ERNAKULAM JN   
'10215',MADGAON ERS EXP,4,UD  ,UDUPI          ,'01:40:00','01:42:00',350,MAO ,MADGAON        ,ERS ,ERNAKULAM JN   
'10215',MADGAON ERS EXP,5,TOK ,THOKUR         ,'02:40:00','02:45:00',415,MAO ,MADGAON        ,ERS ,ERNAKULAM JN   
'10215',MADGAON ERS EXP,6,MAJN,MANGALORE JN   ,'03:00:00','03:10:00',431,MAO ,MADGAON        ,ERS ,ERNAKULAM JN   
'10215',MADGAON ERS EXP,7,KGQ ,KASARAGOD      ,'03:53:00','03:55:00',482,MAO ,MADGAON        ,ERS ,ERNAKULAM JN   
'10215',MADGAON ERS EXP,8,CAN ,KANNUR         ,'05:10:00','05:15:00',568,MAO ,MADGAON        ,ERS ,ERNAKULAM JN   
'10215',MADGAON ERS EXP,9,CLT ,KOZHIKODE      ,'06:50:00','06:55:00',657,MAO ,MADGAON        ,ERS ,ERNAKULAM JN   
'10215',MADGAON ERS EXP,10,TIR ,TIRUR          ,'07:38:00','07:40:00',698,MAO ,MADGAON        ,ERS ,ERNAKULAM JN   
'10215',MADGAON ERS EXP,11,SRR ,SHORANUR JN    ,'08:35:00','08:40:00',743,MAO ,MADGAON        ,ERS ,ERNAKULAM JN   
'10215',MADGAON ERS EXP,12,TCR ,THRISUR        ,'09:18:00','09:20:00',776,MAO ,MADGAON        ,ERS ,ERNAKULAM JN   
'10215',MADGAON ERS EXP,13,AWY ,ALUVA          ,'10:38:00','10:40:00',831,MAO ,MADGAON        ,ERS ,ERNAKULAM JN   
'10215',MADGAON ERS EXP,14,ERS ,ERNAKULAM JN   ,'11:20:00','00:00:00',850,MAO ,MADGAON        ,ERS ,ERNAKULAM JN   
'10216',MADGAON EXPRESS,1,ERS ,ERNAKULAM JN   ,'00:00:00','13:55:00',0,ERS ,ERNAKULAM JN   ,MAO ,MADGAON        
'10216',MADGAON EXPRESS,2,AWY ,ALUVA          ,'14:17:00','14:19:00',20,ERS ,ERNAKULAM JN   ,MAO ,MADGAON        
'10216',MADGAON EXPRESS,3,TCR ,THRISUR        ,'15:04:00','15:07:00',75,ERS ,ERNAKULAM JN   ,MAO ,MADGAON        
'10216',MADGAON EXPRESS,4,SRR ,SHORANUR JN    ,'16:00:00','16:05:00',107,ERS ,ERNAKULAM JN   ,MAO ,MADGAON        
'10216',MADGAON EXPRESS,5,TIR ,TIRUR          ,'16:43:00','16:45:00',152,ERS ,ERNAKULAM JN   ,MAO ,MADGAON        
'10216',MADGAON EXPRESS,6,CLT ,KOZHIKODE      ,'17:30:00','17:35:00',193,ERS ,ERNAKULAM JN   ,MAO ,MADGAON        
'10216',MADGAON EXPRESS,7,CAN ,KANNUR         ,'19:10:00','19:15:00',283,ERS ,ERNAKULAM JN   ,MAO ,MADGAON        
'10216',MADGAON EXPRESS,8,KGQ ,KASARAGOD      ,'20:08:00','20:10:00',368,ERS ,ERNAKULAM JN   ,MAO ,MADGAON        
'10216',MADGAON EXPRESS,9,MAJN,MANGALORE JN   ,'21:20:00','21:30:00',419,ERS ,ERNAKULAM JN   ,MAO ,MADGAON        
'10216',MADGAON EXPRESS,10,TOK ,THOKUR         ,'21:40:00','21:42:00',436,ERS ,ERNAKULAM JN   ,MAO ,MADGAON        
'10216',MADGAON EXPRESS,11,UD  ,UDUPI          ,'22:46:00','22:48:00',501,ERS ,ERNAKULAM JN   ,MAO ,MADGAON        
'10216',MADGAON EXPRESS,12,BTJL,BHATKAL        ,'23:54:00','23:56:00',614,ERS ,ERNAKULAM JN   ,MAO ,MADGAON        
'10216',MADGAON EXPRESS,13,KAWR,KARWAR         ,'02:02:00','02:04:00',768,ERS ,ERNAKULAM JN   ,MAO ,MADGAON        
'10216',MADGAON EXPRESS,14,MAO ,MADGAON        ,'03:30:00','00:00:00',850,ERS ,ERNAKULAM JN   ,MAO ,MADGAON        
'12123',DECCAN QUEEN   ,1,CSTM,MUMBAI CST     ,'00:00:00','17:10:00',0,CSTM,MUMBAI CST     ,PUNE,PUNE JN        
'12123',DECCAN QUEEN   ,2,KYN ,KALYAN JN      ,'18:02:00','18:03:00',54,CSTM,MUMBAI CST     ,PUNE,PUNE JN        
'12123',DECCAN QUEEN   ,3,KJT ,KARJAT         ,'18:33:00','18:35:00',100,CSTM,MUMBAI CST     ,PUNE,PUNE JN        
'12123',DECCAN QUEEN   ,4,LNL ,LONAVALA       ,'19:18:00','19:20:00',128,CSTM,MUMBAI CST     ,PUNE,PUNE JN        
'12123',DECCAN QUEEN   ,5,SVJR,SHIVAJINAGAR   ,'20:08:00','20:10:00',190,CSTM,MUMBAI CST     ,PUNE,PUNE JN        
'12123',DECCAN QUEEN   ,6,PUNE,PUNE JN        ,'20:25:00','00:00:00',192,CSTM,MUMBAI CST     ,PUNE,PUNE JN        
'12124',DECCAN QUEEN   ,1,PUNE,PUNE JN        ,'00:00:00','07:15:00',0,PUNE,PUNE JN        ,CSTM,MUMBAI CST     
'12124',DECCAN QUEEN   ,2,LNL ,LONAVALA       ,'08:08:00','08:10:00',64,PUNE,PUNE JN        ,CSTM,MUMBAI CST     
'12124',DECCAN QUEEN   ,3,KYN ,KALYAN JN      ,'09:44:00','09:45:00',139,PUNE,PUNE JN        ,CSTM,MUMBAI CST     
'12124',DECCAN QUEEN   ,4,DR  ,DADAR          ,'10:03:00','10:05:00',183,PUNE,PUNE JN        ,CSTM,MUMBAI CST     
'12124',DECCAN QUEEN   ,5,CSTM,MUMBAI CST     ,'10:25:00','00:00:00',192,PUNE,PUNE JN        ,CSTM,MUMBAI CST     
'12125',PRAGATI EXPRESS,1,CSTM,MUMBAI CST     ,'00:00:00','16:25:00',0,CSTM,MUMBAI CST     ,PUNE,PUNE JN        
'12125',PRAGATI EXPRESS,2,DR  ,DADAR          ,'16:37:00','16:38:00',9,CSTM,MUMBAI CST     ,PUNE,PUNE JN        
'12125',PRAGATI EXPRESS,3,TNA ,THANE          ,'16:54:00','16:55:00',34,CSTM,MUMBAI CST     ,PUNE,PUNE JN        
'12125',PRAGATI EXPRESS,4,DIVA,DIVA           ,'17:11:00','17:12:00',43,CSTM,MUMBAI CST     ,PUNE,PUNE JN        
'12125',PRAGATI EXPRESS,5,PNVL,PANVEL         ,'17:29:00','17:30:00',69,CSTM,MUMBAI CST     ,PUNE,PUNE JN        
'12125',PRAGATI EXPRESS,6,KJT ,KARJAT         ,'18:07:00','18:08:00',97,CSTM,MUMBAI CST     ,PUNE,PUNE JN        
'12125',PRAGATI EXPRESS,7,LNL ,LONAVALA       ,'18:49:00','18:50:00',125,CSTM,MUMBAI CST     ,PUNE,PUNE JN        
'12125',PRAGATI EXPRESS,8,SVJR,SHIVAJINAGAR   ,'19:38:00','19:39:00',186,CSTM,MUMBAI CST     ,PUNE,PUNE JN        
'12125',PRAGATI EXPRESS,9,PUNE,PUNE JN        ,'19:50:00','00:00:00',189,CSTM,MUMBAI CST     ,PUNE,PUNE JN        
'12126',PRAGATI EXPRESS,1,PUNE,PUNE JN        ,'00:00:00','07:50:00',0,PUNE,PUNE JN        ,CSTM,MUMBAI CST     
'12126',PRAGATI EXPRESS,2,LNL ,LONAVALA       ,'08:39:00','08:40:00',64,PUNE,PUNE JN        ,CSTM,MUMBAI CST     
'12126',PRAGATI EXPRESS,3,KJT ,KARJAT         ,'09:19:00','09:20:00',92,PUNE,PUNE JN        ,CSTM,MUMBAI CST     
'12126',PRAGATI EXPRESS,4,PNVL,PANVEL         ,'09:53:00','09:55:00',121,PUNE,PUNE JN        ,CSTM,MUMBAI CST     
'12126',PRAGATI EXPRESS,5,DIVA,DIVA           ,'10:20:00','10:21:00',146,PUNE,PUNE JN        ,CSTM,MUMBAI CST     
'12126',PRAGATI EXPRESS,6,TNA ,THANE          ,'10:28:00','10:30:00',156,PUNE,PUNE JN        ,CSTM,MUMBAI CST     
'12126',PRAGATI EXPRESS,7,DR  ,DADAR          ,'10:54:00','10:55:00',180,PUNE,PUNE JN        ,CSTM,MUMBAI CST     
'12126',PRAGATI EXPRESS,8,CSTM,MUMBAI CST     ,'11:15:00','00:00:00',189,PUNE,PUNE JN        ,CSTM,MUMBAI CST     
'12127',INTERCITY EXP  ,1,CSTM,MUMBAI CST     ,'00:00:00','06:40:00',0,CSTM,MUMBAI CST     ,PUNE,PUNE JN        
'12127',INTERCITY EXP  ,2,DR  ,DADAR          ,'06:50:00','06:52:00',9,CSTM,MUMBAI CST     ,PUNE,PUNE JN        
'12127',INTERCITY EXP  ,3,TNA ,THANE          ,'07:12:00','07:14:00',34,CSTM,MUMBAI CST     ,PUNE,PUNE JN        
'12127',INTERCITY EXP  ,4,KYN ,KALYAN JN      ,'07:31:00','07:32:00',54,CSTM,MUMBAI CST     ,PUNE,PUNE JN        
'12127',INTERCITY EXP  ,5,LNL ,LONAVALA       ,'08:48:00','08:50:00',128,CSTM,MUMBAI CST     ,PUNE,PUNE JN        
'12127',INTERCITY EXP  ,6,SVJR,SHIVAJINAGAR   ,'09:43:00','09:45:00',189,CSTM,MUMBAI CST     ,PUNE,PUNE JN        
'12127',INTERCITY EXP  ,7,PUNE,PUNE JN        ,'09:57:00','00:00:00',192,CSTM,MUMBAI CST     ,PUNE,PUNE JN        
'12128',INTERCITY EXP  ,1,PUNE,PUNE JN        ,'00:00:00','17:55:00',0,PUNE,PUNE JN        ,CSTM,MUMBAI CST     
'12128',INTERCITY EXP  ,2,LNL ,LONAVALA       ,'18:46:00','18:48:00',64,PUNE,PUNE JN        ,CSTM,MUMBAI CST     
'12128',INTERCITY EXP  ,3,KYN ,KALYAN JN      ,'19:45:00','19:46:00',139,PUNE,PUNE JN        ,CSTM,MUMBAI CST     
'12128',INTERCITY EXP  ,4,TNA ,THANE          ,'20:18:00','20:20:00',159,PUNE,PUNE JN        ,CSTM,MUMBAI CST     
'12128',INTERCITY EXP  ,5,DR  ,DADAR          ,'20:38:00','20:40:00',183,PUNE,PUNE JN        ,CSTM,MUMBAI CST     
'12128',INTERCITY EXP  ,6,CSTM,MUMBAI CST     ,'21:05:00','00:00:00',192,PUNE,PUNE JN        ,CSTM,MUMBAI CST     
'12129',AZAD HIND EXP  ,1,PUNE,PUNE JN        ,'00:00:00','18:25:00',0,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12129',AZAD HIND EXP  ,2,URI ,URULI          ,'18:51:00','18:52:00',29,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12129',AZAD HIND EXP  ,3,DD  ,DAUND JN       ,'19:50:00','20:05:00',76,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12129',AZAD HIND EXP  ,4,ANG ,AHMADNAGAR     ,'21:22:00','21:25:00',160,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12129',AZAD HIND EXP  ,5,BAP ,BELAPUR        ,'22:23:00','22:25:00',227,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12129',AZAD HIND EXP  ,6,KPG ,KOPARGAON      ,'23:18:00','23:20:00',271,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12129',AZAD HIND EXP  ,7,MMR ,MANMAD JN      ,'00:30:00','00:35:00',313,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12129',AZAD HIND EXP  ,8,JL  ,JALGAON JN     ,'02:33:00','02:35:00',473,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12129',AZAD HIND EXP  ,9,BSL ,BHUSAVAL JN    ,'03:20:00','03:30:00',497,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12129',AZAD HIND EXP  ,10,MKU ,MALKAPUR       ,'04:13:00','04:15:00',547,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12129',AZAD HIND EXP  ,11,SEG ,SHEGAON        ,'04:53:00','04:55:00',599,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12129',AZAD HIND EXP  ,12,AK  ,AKOLA JN       ,'05:20:00','05:25:00',636,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12129',AZAD HIND EXP  ,13,BD  ,BADNERA JN     ,'06:55:00','07:00:00',715,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12129',AZAD HIND EXP  ,14,WR  ,WARDHA JN      ,'08:37:00','08:40:00',811,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12129',AZAD HIND EXP  ,15,NGP ,NAGPUR         ,'10:10:00','10:20:00',889,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12129',AZAD HIND EXP  ,16,BRD ,BHANDARA ROAD  ,'11:04:00','11:06:00',951,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12129',AZAD HIND EXP  ,17,TMR ,TUMSAR ROAD    ,'11:20:00','11:22:00',969,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12129',AZAD HIND EXP  ,18,G   ,GONDIA JN      ,'12:06:00','12:08:00',1019,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12129',AZAD HIND EXP  ,19,DGG ,DONGARGARH     ,'13:04:00','13:06:00',1092,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12129',AZAD HIND EXP  ,20,RJN ,RAJ NANDGAON   ,'13:22:00','13:24:00',1124,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12129',AZAD HIND EXP  ,21,DURG,DURG           ,'14:05:00','14:10:00',1153,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12129',AZAD HIND EXP  ,22,R   ,RAIPUR JN      ,'14:45:00','14:55:00',1190,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12129',AZAD HIND EXP  ,23,BSP ,BILASPUR JN    ,'16:35:00','16:50:00',1300,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12129',AZAD HIND EXP  ,24,CPH ,CHAMPA         ,'17:33:00','17:35:00',1353,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12129',AZAD HIND EXP  ,25,RIG ,RAIGARH        ,'18:25:00','18:27:00',1433,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12129',AZAD HIND EXP  ,26,JSG ,JHARSUGUDA JN  ,'19:45:00','19:47:00',1506,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12129',AZAD HIND EXP  ,27,ROU ,ROURKELA       ,'21:02:00','21:17:00',1607,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12129',AZAD HIND EXP  ,28,CKP ,CHAKRADHARPUR  ,'22:36:00','22:41:00',1708,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12129',AZAD HIND EXP  ,29,TATA,TATANAGAR JN   ,'23:45:00','23:55:00',1771,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12129',AZAD HIND EXP  ,30,KGP ,KHARAGPUR JN   ,'01:42:00','01:47:00',1905,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12129',AZAD HIND EXP  ,31,HWH ,HOWRAH JN      ,'03:50:00','00:00:00',2020,PUNE,PUNE JN        ,HWH ,HOWRAH JN      
'12130',AZAD HIND EXP  ,1,HWH ,HOWRAH JN      ,'00:00:00','21:50:00',0,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12130',AZAD HIND EXP  ,2,KGP ,KHARAGPUR JN   ,'23:30:00','23:35:00',116,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12130',AZAD HIND EXP  ,3,TATA,TATANAGAR JN   ,'01:25:00','01:32:00',250,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12130',AZAD HIND EXP  ,4,CKP ,CHAKRADHARPUR  ,'02:28:00','02:33:00',312,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12130',AZAD HIND EXP  ,5,ROU ,ROURKELA       ,'03:55:00','04:05:00',413,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12130',AZAD HIND EXP  ,6,JSG ,JHARSUGUDA JN  ,'05:50:00','05:52:00',515,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12130',AZAD HIND EXP  ,7,RIG ,RAIGARH        ,'06:47:00','06:49:00',588,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12130',AZAD HIND EXP  ,8,CPH ,CHAMPA         ,'07:47:00','07:49:00',668,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12130',AZAD HIND EXP  ,9,BSP ,BILASPUR JN    ,'09:00:00','09:15:00',720,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12130',AZAD HIND EXP  ,10,R   ,RAIPUR JN      ,'10:45:00','10:55:00',831,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12130',AZAD HIND EXP  ,11,DURG,DURG           ,'11:40:00','11:45:00',867,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12130',AZAD HIND EXP  ,12,RJN ,RAJ NANDGAON   ,'12:06:00','12:08:00',897,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12130',AZAD HIND EXP  ,13,DGG ,DONGARGARH     ,'12:31:00','12:33:00',928,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12130',AZAD HIND EXP  ,14,G   ,GONDIA JN      ,'13:37:00','13:39:00',1001,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12130',AZAD HIND EXP  ,15,TMR ,TUMSAR ROAD    ,'14:11:00','14:13:00',1051,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12130',AZAD HIND EXP  ,16,BRD ,BHANDARA ROAD  ,'14:29:00','14:30:00',1069,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12130',AZAD HIND EXP  ,17,NGP ,NAGPUR         ,'15:40:00','15:50:00',1131,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12130',AZAD HIND EXP  ,18,WR  ,WARDHA JN      ,'16:43:00','16:46:00',1210,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12130',AZAD HIND EXP  ,19,BD  ,BADNERA JN     ,'18:25:00','18:28:00',1305,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12130',AZAD HIND EXP  ,20,AK  ,AKOLA JN       ,'19:22:00','19:25:00',1384,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12130',AZAD HIND EXP  ,21,SEG ,SHEGAON        ,'19:49:00','19:50:00',1421,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
